"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Tkl_Tackles","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Err","Fls","Fld","Off","Crs","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty"
"Everton","Jordan Pickford",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,214,338,63.3,0,0.1,0,0,21,2,0,0,1,1,0,0,1,12,0,0,1,0,0,1,1,50,12,1.33,35,22,68.6,2,22.2,2,1,1,0,50
"Everton","Merlin Röhl",0,46,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,3,5,0,0,0,0,0,0.11,0.14,0.25,0.11,0,2,0,0,3.91,0,0,NA,20.4,12,19,63.2,0.1,0,-0.1,1,3,0,0,3,3,2,0,0,3,1,0,2,1,0,0,3,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","James Tarkowski",8,720,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,24,2,0,0,0,0,0,0.05,0.04,0.09,0.05,0,1,0,0,0.12,0,0,NA,3.4,273,345,79.1,0.3,0.4,-0.3,3,22,2,1,24,14,9,16,6,20,58,2,8,5,0,1,35,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Joachim Andersen",8,671,0,0,0,0,0,0,0.4,0.4,0.7,1.1,7,28,3,0,0,0,0,0,0.06,0.09,0.15,0.06,0,3,0,0,0.4,0,0,NA,9.4,393,467,84.2,0.7,0.7,-0.7,2,46,4,0,28,15,11,4,8,23,59,0,7,5,0,3,10,7,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Calvin Bassey",8,729,0,0,0,0,0,0,0.2,0.2,0,0.2,10,20,2,0,0,0,0,0,0.02,0,0.02,0.02,0,2,0,0,0.25,0,0,NA,17.2,431,498,86.5,0,0.1,0,1,33,2,0,20,12,6,11,5,17,33,4,10,10,0,3,6,5,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Sander Berge",9,778,0,0,0,0,0,0,0.4,0.4,0.4,0.9,11,42,4,0,0,0,0,0,0.05,0.05,0.1,0.05,0,2,1,50,0.23,0.12,0,0,12.8,341,388,87.9,0.4,0.3,-0.4,4,34,5,1,42,11,8,11,5,16,12,0,11,2,0,3,9,10,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Tom Cairney",1,184,0,0,0,0,0,0,0.3,0.3,0,0.3,2,12,3,0,0,0,0,0,0.15,0.01,0.16,0.15,0,5,0,0,2.45,0,0,NA,18.9,109,119,91.6,0,0.1,0,1,10,2,0,12,1,1,1,0,1,1,0,3,5,0,1,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Timothy Castagne",5,398,0,0,0,0,0,0,0.4,0.4,0.2,0.6,5,9,20,0,0,0,0,0,0.1,0.04,0.13,0.1,0,4,0,0,0.9,0,0,NA,8.7,138,170,81.2,0.2,0.1,-0.2,3,2,5,2,9,11,6,5,7,18,17,1,4,2,0,11,9,10,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Samuel Chukwueze",0,35,0,1,1,0,0,0,0.2,0.2,0.5,0.6,3,1,6,0,2.57,2.57,0,2.57,0.46,1.17,1.63,0.46,0,2,0,0,5.14,0,0,NA,16.2,18,25,72,0.5,0.4,0.5,2,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Jorge Cuenca",2,169,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,74,85,87.1,0,0,0,0,1,0,0,2,2,2,3,5,7,11,0,0,0,0,0,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Issa Diop",2,224,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,90,110,81.8,0,0,0,0,10,0,0,7,4,3,0,2,6,14,1,4,0,0,1,4,3,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Alex Iwobi",9,720,1,2,3,1,0,0,0.5,0.5,1.6,2.1,35,52,45,0.12,0.25,0.37,0.12,0.37,0.06,0.2,0.26,0.06,1,12,3,25,1.5,0.37,0.08,0.33,22.7,281,362,77.6,1.6,1.2,0.4,13,35,22,6,52,8,5,7,4,12,4,0,3,2,1,20,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Raúl Jiménez",4,324,1,0,1,1,0,0,1.2,1.2,0,1.2,1,5,18,0.28,0,0.28,0.28,0.28,0.34,0,0.34,0.34,1,12,3,25,3.33,0.83,0.08,0.33,13.3,47,77,61,0,0.1,0,0,4,0,0,5,8,6,2,0,8,3,0,11,1,2,0,10,22,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Kevin",0,161,0,0,0,0,0,0,0.1,0.1,0.3,0.3,13,5,20,0,0,0,0,0,0.03,0.14,0.17,0.03,0,2,2,100,1.12,1.12,0,0,22.7,46,72,63.9,0.3,0.2,-0.3,4,3,4,3,5,6,2,3,3,9,1,0,2,6,0,14,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Joshua King",8,545,0,0,0,0,0,0,0.8,0.8,0.1,0.9,16,20,31,0,0,0,0,0,0.13,0.02,0.15,0.13,0,11,5,45.5,1.82,0.83,0,0,18.6,104,133,78.2,0.1,0.3,-0.1,3,6,4,0,20,11,3,11,1,12,4,1,4,9,0,3,2,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Jonah Kusi-Asare",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,1,2,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Bernd Leno",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,272,360,75.6,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,3,0,0,4,0,100,14,1.56,41,28,70.7,1,11.1,3,2,0,1,0
"Fulham","Saša Lukić",8,631,1,1,2,1,0,0,1.5,1.5,1.1,2.6,14,22,21,0.14,0.14,0.29,0.14,0.29,0.21,0.16,0.37,0.21,1,7,1,14.3,1,0.14,0.14,1,15.8,222,271,81.9,1.1,1,-0.1,13,16,5,1,22,17,9,11,6,23,10,2,26,12,0,33,6,12,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Rodrigo Muniz",4,316,1,1,2,1,0,0,0.9,0.9,0.3,1.2,0,2,7,0.28,0.28,0.57,0.28,0.57,0.27,0.08,0.34,0.27,1,8,2,25,2.28,0.57,0.13,0.5,8.9,11,36,30.6,0.3,0,0.7,4,2,1,0,2,3,1,3,0,3,8,0,9,5,3,0,19,23,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Antonee Robinson",0,64,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0.04,0.04,0,0,0,0,NA,0,0,NA,NA,NA,50,64,78.1,0,0.1,0,1,3,2,1,5,0,0,0,1,1,1,0,0,0,0,10,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Ryan Sessegnon",8,656,1,0,1,1,0,0,0.5,0.5,0.8,1.3,17,21,35,0.14,0,0.14,0.14,0.14,0.06,0.12,0.18,0.06,1,3,2,66.7,0.41,0.27,0.33,0.5,19.8,232,330,70.3,0.8,0.7,-0.8,5,22,4,0,21,19,9,8,6,25,27,0,17,2,1,23,9,8,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Emile Smith Rowe",1,203,1,0,1,1,0,0,0.9,0.9,0.1,1,2,11,12,0.44,0,0.44,0.44,0.44,0.39,0.03,0.42,0.39,1,4,2,50,1.77,0.89,0.25,0.5,16.5,103,121,85.1,0.1,0.1,-0.1,2,7,2,0,11,1,0,2,1,2,1,0,2,2,1,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Kenny Tete",6,539,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,28,6,0,0,0,0,0,0.01,0.02,0.04,0.01,0,1,0,0,0.17,0,0,NA,10.2,248,302,82.1,0.1,0.4,-0.1,2,14,3,1,28,20,14,4,5,25,21,0,5,12,1,13,9,5,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Adama Traoré",1,232,0,0,0,0,0,0,0.1,0.1,0.5,0.6,13,3,22,0,0,0,0,0,0.05,0.18,0.23,0.05,0,3,0,0,1.16,0,0,NA,12.3,46,69,66.7,0.5,0.5,-0.5,3,1,5,3,3,1,1,0,0,1,1,0,4,6,3,13,1,7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fulham","Harry Wilson",6,520,1,0,1,1,0,0,0.9,0.9,0.2,1.1,6,11,38,0.17,0,0.17,0.17,0.17,0.16,0.04,0.2,0.16,1,13,3,23.1,2.25,0.52,0.08,0.33,18.2,115,162,71,0.2,0.3,-0.2,6,11,3,0,11,11,6,3,1,12,9,0,4,10,3,23,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Brenden Aaronson",6,548,1,0,1,1,0,0,1.6,1.6,1,2.7,16,19,32,0.16,0,0.16,0.16,0.16,0.27,0.17,0.44,0.27,1,12,5,41.7,1.97,0.82,0.08,0.2,14.2,119,152,78.3,1,1.3,-1,9,10,9,4,19,17,9,12,7,24,10,0,4,15,1,13,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Ethan Ampadu",7,607,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,26,7,0,0,0,0,0,0.06,0.01,0.07,0.06,0,4,0,0,0.59,0,0,NA,27.7,354,426,83.1,0.1,0.2,-0.1,2,37,3,2,26,19,9,5,8,27,19,1,11,4,0,6,5,6,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Jaka Bijol",1,90,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,NA,0,0,NA,NA,NA,53,57,93,0.1,0,-0.1,1,1,0,0,1,2,2,0,2,4,10,0,3,1,0,0,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Jayden Bogle",9,792,0,0,0,0,0,0,0.7,0.7,0.2,0.9,22,23,40,0,0,0,0,0,0.08,0.02,0.1,0.08,0,8,2,25,0.91,0.23,0,0,18.7,245,328,74.7,0.2,0.4,-0.2,3,16,7,4,23,26,15,6,13,39,24,0,11,7,2,18,5,8,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Sam Byram",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Dominic Calvert-Lewin",6,533,1,0,1,1,0,0,1.8,1.8,0.9,2.7,6,7,26,0.17,0,0.17,0.17,0.17,0.3,0.15,0.45,0.3,1,14,7,50,2.36,1.18,0.07,0.14,12.4,63,93,67.7,0.9,0.5,-0.9,8,7,3,0,7,3,1,4,1,4,4,0,9,8,4,0,24,37,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Karl Darlow",5,450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,133,208,63.9,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,4,0,0,2,0,100,8,1.6,20,13,60,0,0,0,0,0,0,NA
"Leeds United","Wilfried Gnonto",3,192,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,4,14,0,0,0,0,0,0.08,0.04,0.12,0.08,0,5,0,0,2.34,0,0,NA,21.9,55,71,77.5,0.1,0.1,-0.1,1,1,1,0,4,9,7,2,2,11,0,0,1,0,0,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Ilia Gruev",2,213,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,96,103,93.2,0,0,0,0,9,0,0,7,6,5,2,3,9,2,0,1,1,0,0,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Gabriel Gudmundsson",9,740,0,0,0,0,0,0,0.2,0.2,1.3,1.5,25,27,32,0,0,0,0,0,0.02,0.16,0.18,0.02,0,3,0,0,0.36,0,0,NA,16.5,310,399,77.7,1.3,1,-1.3,9,18,10,7,27,17,11,10,9,26,30,1,8,12,1,29,4,13,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Jack Harrison",1,245,0,0,0,0,0,0,0.3,0.3,0.3,0.6,8,8,16,0,0,0,0,0,0.1,0.11,0.22,0.1,0,6,2,33.3,2.2,0.73,0,0,21,81,118,68.6,0.3,0.2,-0.3,1,4,4,1,8,5,2,2,4,9,2,0,0,4,0,15,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Daniel James",3,242,0,0,0,0,0,0,0.4,0.4,0.4,0.9,15,6,24,0,0,0,0,0,0.16,0.16,0.32,0.16,0,5,0,0,1.86,0,0,NA,16.2,31,66,47,0.4,0.4,-0.4,4,4,3,2,6,2,2,4,0,2,2,0,0,4,0,20,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","James Justin",0,68,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,28,35,80,0,0,0,0,2,0,0,2,1,1,2,3,4,6,0,1,1,0,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Sean Longstaff",7,656,1,2,3,1,0,0,0.4,0.4,1.8,2.2,2,20,11,0.14,0.27,0.41,0.14,0.41,0.06,0.24,0.3,0.06,1,8,2,25,1.1,0.27,0.13,0.5,22.1,262,315,83.2,1.8,0.8,0.2,18,17,2,2,20,27,17,10,5,32,7,0,5,11,0,27,7,6,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Lukas Nmecha",1,180,1,0,1,0,1,1,1.7,0.9,0,0.9,1,2,10,0.5,0,0.5,0,0,0.83,0,0.83,0.46,1,4,1,25,2,0.5,0,0,14,29,43,67.4,0,0,0,0,0,0,0,2,0,0,1,1,1,5,0,4,5,0,1,7,8,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Noah Okafor",5,351,2,0,2,2,0,0,1.4,1.4,0.4,1.8,9,11,28,0.51,0,0.51,0.51,0.51,0.35,0.11,0.45,0.35,2,8,3,37.5,2.05,0.77,0.25,0.67,12.1,64,87,73.6,0.4,0.4,-0.4,4,7,4,1,11,7,5,2,3,10,1,0,5,5,0,6,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Lucas Perri",4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,82,156,52.6,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,100,6,1.5,11,5,54.5,2,50,1,1,0,0,0
"Leeds United","Joël Piroe",2,164,0,0,0,0,0,0,0.6,0.6,0,0.6,1,1,6,0,0,0,0,0,0.31,0,0.31,0.31,0,6,2,33.3,3.29,1.1,0,0,13.9,38,48,79.2,0,0.1,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Joe Rodon",9,810,2,0,2,2,0,0,0.7,0.7,0.1,0.8,6,39,0,0.22,0,0.22,0.22,0.22,0.08,0.01,0.09,0.08,2,8,4,50,0.89,0.44,0.25,0.5,8.4,447,493,90.7,0.1,0.1,-0.1,2,24,0,0,39,7,4,8,9,16,58,0,5,7,0,0,32,21,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Anton Stach",8,678,1,1,2,1,0,0,0.8,0.8,1,1.8,12,40,22,0.13,0.13,0.27,0.13,0.27,0.11,0.13,0.23,0.11,1,14,3,21.4,1.86,0.4,0.07,0.33,19.9,237,315,75.2,1,0.6,0,13,23,6,2,40,14,8,9,4,18,13,1,13,11,0,18,9,3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Pascal Struijk",8,720,0,0,0,0,0,0,0.8,0.8,0.1,0.8,1,23,3,0,0,0,0,0,0.1,0.01,0.1,0.1,0,8,1,12.5,1,0.12,0,0,9,476,513,92.8,0.1,0.1,-0.1,2,41,1,0,23,6,4,4,2,8,53,0,6,5,1,0,20,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leeds United","Ao Tanaka",3,263,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,15,3,0,0,0,0,0,0.06,0.07,0.12,0.06,0,3,0,0,1.03,0,0,NA,23.4,129,152,84.9,0.2,0.1,-0.2,4,15,2,1,15,1,1,4,4,5,0,0,3,2,0,5,3,4,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Alisson",6,540,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,211,254,83.1,0,0,0,0,3,0,0,4,0,0,0,0,0,5,1,0,3,0,0,1,0,100,7,1.17,16,9,56.3,2,33.3,0,0,0,0,NA
"Liverpool","Conor Bradley",5,358,0,0,0,0,0,0,0.1,0.1,0,0.1,14,19,17,0,0,0,0,0,0.02,0.01,0.02,0.02,0,2,0,0,0.5,0,0,NA,14.2,224,258,86.8,0,0.2,0,1,18,6,2,19,6,6,8,4,10,10,0,10,8,0,10,8,10,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Federico Chiesa",0,117,2,1,3,2,0,0,0.9,0.9,0.9,1.8,3,6,11,1.54,0.77,2.31,1.54,2.31,0.66,0.71,1.38,0.66,2,8,2,25,6.15,1.54,0.25,1,14.8,29,48,60.4,0.9,0.1,0.1,1,3,2,0,6,5,3,3,1,6,2,0,3,4,0,5,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Hugo Ekitike",6,501,3,1,4,3,0,0,2.3,2.3,0.4,2.8,8,9,29,0.54,0.18,0.72,0.54,0.72,0.42,0.08,0.5,0.42,3,16,4,25,2.87,0.72,0.19,0.75,16.3,72,103,69.9,0.4,0.2,0.6,5,2,4,0,9,4,2,2,1,5,13,0,9,2,1,1,11,16,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Harvey Elliott",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Wataru Endo",0,39,0,1,1,0,0,0,0,0,0.1,0.1,2,1,0,0,2.31,2.31,0,2.31,0,0.25,0.25,0,0,0,0,NA,0,0,NA,NA,NA,19,22,86.4,0.1,0,0.9,1,3,0,0,1,3,1,1,0,3,3,0,1,1,0,0,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Jeremie Frimpong",1,86,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,3,10,0,0,0,0,0,0.08,0.31,0.39,0.08,0,2,1,50,2.09,1.05,0,0,19.4,35,47,74.5,0.3,0.4,-0.3,1,2,1,1,3,2,2,4,1,3,4,0,1,1,0,6,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Cody Gakpo",8,704,3,2,5,3,0,0,2.7,2.7,2.9,5.6,31,26,80,0.38,0.26,0.64,0.38,0.64,0.35,0.37,0.72,0.35,3,22,5,22.7,2.81,0.64,0.14,0.6,15.6,185,257,72,2.9,1.9,-0.9,19,8,14,3,26,6,2,10,5,11,6,0,13,15,4,36,16,10,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Joe Gomez",0,39,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.3,0,0.3,0.3,0,1,0,0,2.31,0,0,NA,17.5,17,24,70.8,0,0.1,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0,1,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Ryan Gravenberch",7,601,2,1,3,2,0,0,0.4,0.4,0.6,1,18,35,15,0.3,0.15,0.45,0.3,0.45,0.06,0.08,0.15,0.06,2,10,4,40,1.5,0.6,0.2,0.5,23.8,382,437,87.4,0.6,0.4,0.4,6,38,3,0,35,13,6,3,9,22,11,0,3,8,0,1,8,5,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Alexander Isak",3,251,0,1,1,0,0,0,0.9,0.9,0.5,1.5,1,7,11,0,0.36,0.36,0,0.36,0.34,0.2,0.54,0.34,0,6,1,16.7,2.15,0.36,0,0,11.6,32,49,65.3,0.5,0,0.5,1,2,1,0,7,2,2,1,0,2,1,0,1,0,0,1,4,5,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Curtis Jones",2,327,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,46,12,0,0,0,0,0,0.09,0.11,0.19,0.09,0,4,2,50,1.1,0.55,0,0,18.9,240,261,92,0.4,0.9,-0.4,3,33,12,1,46,7,5,2,2,9,4,0,1,4,0,3,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Milos Kerkez",9,660,1,0,1,1,0,0,0.8,0.8,0.3,1.1,12,34,38,0.14,0,0.14,0.14,0.14,0.11,0.04,0.15,0.11,1,3,1,33.3,0.41,0.14,0.33,1,8.1,315,387,81.4,0.3,0.2,-0.3,4,29,7,2,34,12,7,5,4,16,36,2,6,7,0,26,14,11,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Ibrahima Konaté",9,742,0,0,0,0,0,0,0.6,0.6,0.5,1.2,12,37,0,0,0,0,0,0,0.08,0.07,0.14,0.08,0,4,0,0,0.49,0,0,NA,9.6,494,548,90.1,0.5,0.3,-0.5,5,42,2,0,37,17,10,7,6,23,52,2,7,7,0,1,35,14,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Alexis Mac Allister",7,475,0,1,1,0,0,0,0.5,0.5,1.1,1.7,12,19,14,0,0.19,0.19,0,0.19,0.1,0.21,0.31,0.1,0,8,2,25,1.52,0.38,0,0,19.9,228,273,83.5,1.1,0.3,-0.1,6,23,3,1,19,8,4,7,6,14,7,0,4,6,0,5,4,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Giorgi Mamardashvili",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,109,142,76.8,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,1,66.7,7,2.33,18,11,66.7,0,0,1,1,0,0,0
"Liverpool","Rio Ngumoha",0,33,1,0,1,1,0,0,0.4,0.4,0.1,0.4,5,0,10,2.73,0,2.73,2.73,2.73,0.97,0.26,1.23,0.97,1,1,1,100,2.73,2.73,1,1,13.3,12,13,92.3,0.1,0.1,-0.1,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Andrew Robertson",0,150,0,0,0,0,0,0,0.1,0.1,0.3,0.5,6,11,15,0,0,0,0,0,0.08,0.2,0.28,0.08,0,2,1,50,1.2,0.6,0,0,13.8,88,117,75.2,0.3,0.4,-0.3,5,13,5,4,11,2,2,3,1,3,7,0,0,0,1,10,5,4,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Mohamed Salah",9,803,3,2,5,2,1,1,3,2.3,1.6,3.9,28,30,98,0.34,0.22,0.56,0.22,0.45,0.34,0.18,0.53,0.25,3,19,7,36.8,2.13,0.78,0.11,0.29,14.3,182,267,68.2,1.6,1.2,0.4,16,8,18,4,30,0,0,3,1,1,3,0,5,7,3,27,6,10,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Dominik Szoboszlai",9,810,1,1,2,1,0,0,1.1,1.1,1.3,2.3,25,69,38,0.11,0.11,0.22,0.11,0.22,0.12,0.14,0.26,0.12,1,17,4,23.5,1.89,0.44,0.06,0.25,23.5,542,652,83.1,1.3,1,-0.3,13,62,12,5,69,21,15,8,6,27,27,1,9,7,0,43,7,5,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","Virgil van Dijk",9,810,0,0,0,0,0,0,0.4,0.4,0.1,0.5,13,56,7,0,0,0,0,0,0.05,0.01,0.05,0.05,0,4,2,50,0.44,0.22,0,0,10.1,627,700,89.6,0.1,0.2,-0.1,2,73,1,0,56,6,4,10,10,16,87,1,3,6,0,1,46,13,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
