"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Tkl_Tackles","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Err","Fls","Fld","Off","Crs","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty"
"Bournemouth","Justin Kluivert",2,239,1,0,1,1,0,0,0.3,0.3,0.3,0.7,9,7,19,0.38,0,0.38,0.38,0.38,0.12,0.13,0.25,0.12,1,6,2,33.3,2.26,0.75,0.17,0.5,25.7,68,97,70.1,0.3,0.6,-0.3,5,4,3,0,7,4,2,4,0,4,2,0,4,4,0,11,1,5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Veljko Milosavljević",1,96,0,0,0,0,0,0,0,0,0.1,0.1,0,3,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,NA,0,0,NA,NA,NA,35,42,83.3,0.1,0.2,-0.1,1,4,0,0,3,1,1,1,1,2,9,0,0,0,0,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Đorđe Petrović",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,180,256,70.3,0,0,0,0,6,0,0,0,0,0,0,0,0,10,1,0,0,0,0,4,0,100,11,1.22,38,27,73.7,4,44.4,1,1,0,0,0
"Bournemouth","Alex Scott",7,515,1,0,1,1,0,0,0.4,0.4,0.4,0.8,12,15,16,0.17,0,0.17,0.17,0.17,0.07,0.06,0.14,0.07,1,8,1,12.5,1.4,0.17,0.13,1,23.1,221,271,81.5,0.4,0.3,-0.4,5,15,3,2,15,16,10,4,7,23,10,0,7,14,0,18,7,4,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Antoine Semenyo",8,720,6,3,9,5,1,1,3.8,3,0.5,3.4,25,29,47,0.75,0.37,1.13,0.62,1,0.47,0.06,0.53,0.37,6,18,9,50,2.25,1.13,0.28,0.56,14.4,165,246,67.1,0.5,0.4,2.5,10,8,13,0,29,13,9,15,1,14,5,0,19,4,5,10,21,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Marcos Senesi",8,707,0,2,2,0,0,0,0.2,0.2,0.3,0.5,5,42,2,0,0.25,0.25,0,0.25,0.02,0.04,0.06,0.02,0,3,1,33.3,0.38,0.13,0,0,22,383,497,77.1,0.3,1.1,1.7,4,54,12,3,42,14,11,13,17,31,69,0,7,7,0,9,20,23,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Adam Smith",3,204,0,0,0,0,0,0,0,0,0.3,0.3,1,6,2,0,0,0,0,0,0,0.12,0.12,0,0,0,0,NA,0,0,NA,NA,NA,69,87,79.3,0.3,0.1,-0.3,1,7,0,0,6,1,0,1,1,2,10,0,3,3,0,2,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Julio Soler",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Marcus Tavernier",7,587,1,1,2,1,0,0,0.9,0.9,1.2,2.1,18,28,40,0.15,0.15,0.31,0.15,0.31,0.14,0.19,0.33,0.14,1,10,3,30,1.53,0.46,0.1,0.33,19.9,185,238,77.7,1.2,1.1,-0.2,9,19,7,0,28,12,4,7,4,16,11,0,7,4,2,16,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Adrien Truffert",8,720,0,1,1,0,0,0,0,0,0.6,0.7,20,42,45,0,0.12,0.12,0,0.12,0.01,0.08,0.09,0.01,0,2,0,0,0.25,0,0,NA,25.8,332,418,79.4,0.6,0.4,0.4,6,32,9,7,42,14,6,10,4,18,34,0,8,6,0,37,7,14,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Ben Winterburn",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Kristoffer Ajer",3,299,0,1,1,0,0,0,0.4,0.4,0.7,1.1,3,12,3,0,0.3,0.3,0,0.3,0.12,0.2,0.32,0.12,0,6,1,16.7,1.81,0.3,0,0,17.2,75,110,68.2,0.7,0.5,0.3,1,5,3,0,12,10,8,4,3,13,11,0,1,2,0,1,15,8,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Fabio Carvalho",1,97,1,0,1,1,0,0,0.7,0.7,0,0.7,2,2,5,0.93,0,0.93,0.93,0.93,0.65,0,0.65,0.65,1,2,1,50,1.86,0.93,0.5,1,12.4,19,27,70.4,0,0,0,0,0,1,0,2,3,2,1,0,3,1,0,0,0,0,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Nathan Collins",9,810,0,0,0,0,0,0,0.3,0.3,0.5,0.8,2,17,1,0,0,0,0,0,0.03,0.06,0.09,0.03,0,5,3,60,0.56,0.33,0,0,9,305,361,84.5,0.5,0.4,-0.5,2,13,2,0,17,6,1,16,12,18,58,0,9,12,1,0,18,18,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Mikkel Damsgaard",7,566,1,1,2,1,0,0,0.4,0.4,1.4,1.8,15,27,25,0.16,0.16,0.32,0.16,0.32,0.06,0.22,0.28,0.06,1,6,4,66.7,0.95,0.64,0.17,0.25,19.4,168,252,66.7,1.4,1.3,-0.4,10,17,9,4,27,14,8,16,7,21,5,0,5,7,1,50,2,11,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Sepp van den Berg",9,810,0,0,0,0,0,0,1,1,0.1,1.1,3,17,6,0,0,0,0,0,0.11,0.01,0.12,0.11,0,5,3,60,0.56,0.33,0,0,7.3,310,347,89.3,0.1,0.1,-0.1,1,14,0,0,17,4,2,10,7,11,58,1,4,1,0,0,35,20,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Jordan Henderson",8,655,0,2,2,0,0,0,0.1,0.1,0.6,0.6,5,36,4,0,0.27,0.27,0,0.27,0.01,0.08,0.09,0.01,0,2,0,0,0.27,0,0,NA,19.6,280,357,78.4,0.6,0.6,1.4,5,33,6,3,36,7,3,5,5,12,13,0,6,4,1,17,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Rico Henry",1,173,0,0,0,0,0,0,0.1,0.1,0.1,0.3,12,2,11,0,0,0,0,0,0.07,0.07,0.13,0.07,0,2,0,0,1.04,0,0,NA,16.5,36,69,52.2,0.1,0.1,-0.1,1,1,1,0,2,4,4,0,2,6,4,1,2,2,0,7,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Aaron Hickey",2,187,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0.01,0,0.01,0.01,0,1,0,0,0.48,0,0,NA,30.8,69,87,79.3,0,0.1,0,0,6,2,0,4,4,2,3,1,5,5,0,2,2,0,0,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Vitaly Janelt",0,121,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,1,0,0,0,0,0,0.08,0.05,0.13,0.08,0,1,0,0,0.74,0,0,NA,16.6,50,67,74.6,0.1,0.2,-0.1,2,4,0,0,5,4,2,1,3,7,3,1,4,1,0,5,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Mathias Jensen",2,189,2,0,2,2,0,0,0.5,0.5,0.2,0.7,4,14,4,0.95,0,0.95,0.95,0.95,0.25,0.09,0.34,0.25,2,3,2,66.7,1.43,0.95,0.67,1,17.4,58,78,74.4,0.2,0.1,-0.2,3,12,3,0,14,7,5,2,1,8,7,0,0,1,1,9,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Michael Kayode",9,796,0,0,0,0,0,0,0.1,0.1,1.4,1.5,16,18,36,0,0,0,0,0,0.01,0.16,0.17,0.01,0,2,0,0,0.23,0,0,NA,14,275,371,74.1,1.4,1.1,-1.4,13,9,8,6,18,15,7,9,10,25,26,0,8,7,0,17,7,4,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Caoimhín Kelleher",9,810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,232,332,69.9,0,0,0,1,7,0,0,1,1,0,0,0,1,1,0,0,3,0,0,1,1,50,14,1.56,35,21,62.9,2,22.2,2,1,1,0,50
"Brentford","Keane Lewis-Potter",5,426,0,1,1,0,0,0,0.2,0.2,0.6,0.7,7,7,16,0,0.21,0.21,0,0.21,0.04,0.12,0.15,0.04,0,3,0,0,0.63,0,0,NA,22,82,113,72.6,0.6,0.3,0.4,4,3,3,2,7,7,5,1,2,9,14,0,5,7,0,14,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Antoni Milambo",1,45,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,8,11,72.7,0,0,0,0,2,0,0,3,3,1,2,0,3,0,0,0,0,0,0,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Frank Onyeka",0,92,0,1,1,0,0,0,0,0,0.1,0.1,2,4,2,0,0.98,0.98,0,0.98,0,0.12,0.12,0,0,0,0,NA,0,0,NA,NA,NA,28,36,77.8,0.1,0.4,0.9,1,7,0,0,4,2,0,0,0,2,3,0,3,3,0,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Dango Ouattara",5,478,2,0,2,2,0,0,2.4,2.4,0.7,3.2,15,7,32,0.38,0,0.38,0.38,0.38,0.46,0.14,0.6,0.46,2,16,5,31.3,3.01,0.94,0.13,0.4,12,49,105,46.7,0.7,0.4,-0.7,4,3,1,0,7,4,2,9,4,8,11,0,11,9,1,15,15,13,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Ethan Pinnock",2,155,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,51,71,71.8,0,0,0,0,5,0,0,2,2,1,5,2,4,7,0,0,2,0,0,3,5,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Kevin Schade",8,740,2,1,3,2,0,1,2.8,2,1.1,3.1,17,6,29,0.24,0.12,0.36,0.24,0.36,0.34,0.13,0.47,0.24,2,14,5,35.7,1.7,0.61,0.14,0.4,12.3,84,138,60.9,1.1,0.7,-0.1,11,5,3,1,6,16,8,5,4,20,4,0,15,8,2,7,22,20,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Thiago",9,742,6,0,6,4,2,2,4.4,2.9,1.1,3.9,4,7,27,0.73,0,0.73,0.49,0.49,0.54,0.13,0.67,0.35,6,20,10,50,2.43,1.21,0.2,0.4,13.7,93,131,71,1.1,0.2,-1.1,4,5,3,2,7,12,6,7,1,13,17,0,17,4,6,4,27,39,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Yehor Yarmoliuk",9,719,0,1,1,0,0,0,0.2,0.2,0.3,0.6,10,29,7,0,0.13,0.13,0,0.13,0.03,0.04,0.07,0.03,0,5,2,40,0.63,0.25,0,0,21.6,238,290,82.1,0.3,0.4,0.7,7,23,5,1,29,18,12,23,6,24,12,0,13,3,0,3,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Yasin Ayari",7,693,1,0,1,1,0,0,0.6,0.6,0.3,0.9,7,26,13,0.13,0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,1,15,4,26.7,1.95,0.52,0.07,0.25,23.5,306,362,84.5,0.3,0.5,-0.3,8,17,4,1,26,17,11,5,11,28,10,1,8,12,0,18,4,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Carlos Baleba",8,481,0,0,0,0,0,0,0.1,0.1,0,0.2,6,10,5,0,0,0,0,0,0.02,0.01,0.03,0.02,0,7,0,0,1.31,0,0,NA,29.4,166,201,82.6,0,0.2,0,2,13,1,0,10,9,6,3,10,19,8,0,13,5,0,0,10,5,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Diego Coppola",0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,5,5,100,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Maxim De Cuyper",5,409,1,0,1,1,0,0,0.7,0.7,0.4,1.1,4,19,13,0.22,0,0.22,0.22,0.22,0.16,0.08,0.24,0.16,1,4,3,75,0.88,0.66,0.25,0.33,19.1,184,227,81.1,0.4,0.8,-0.4,5,11,6,2,19,7,4,5,3,10,11,1,7,7,1,15,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Lewis Dunk",9,810,0,0,0,0,0,0,0.6,0.6,0,0.6,4,29,1,0,0,0,0,0,0.06,0,0.07,0.06,0,8,0,0,0.89,0,0,NA,18.8,573,622,92.1,0,0.1,0,1,32,0,0,29,10,8,6,7,17,50,1,5,3,0,0,15,8,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Diego Gómez",4,377,0,0,0,0,0,0,0.3,0.3,0.5,0.7,4,11,14,0,0,0,0,0,0.07,0.11,0.18,0.07,0,6,2,33.3,1.43,0.48,0,0,27.2,97,129,75.2,0.5,0.1,-0.5,3,15,2,1,11,19,11,7,4,23,5,0,9,6,1,4,6,8,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Brajan Gruda",2,223,1,1,2,1,0,0,1.4,1.4,0.5,1.9,8,6,26,0.4,0.4,0.81,0.4,0.81,0.57,0.18,0.75,0.57,1,9,3,33.3,3.63,1.21,0.11,0.33,19.6,49,63,77.8,0.5,0.4,0.5,4,2,3,1,6,5,1,1,0,5,2,0,2,5,1,5,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Jan Paul van Hecke",9,810,1,0,1,1,0,0,0.4,0.4,0,0.5,20,65,3,0.11,0,0.11,0.11,0.11,0.05,0.01,0.05,0.05,1,4,2,50,0.44,0.22,0.25,0.5,16.8,513,595,86.2,0,0.3,0,1,64,3,2,65,16,8,19,8,24,52,0,6,13,2,6,28,26,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Jack Hinshelwood",2,107,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,46,54,85.2,0,0,0,0,2,1,0,2,3,3,0,0,3,2,0,3,1,0,0,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Ferdi Kadioglu",5,557,0,0,0,0,0,0,0.3,0.3,0.4,0.6,17,29,29,0,0,0,0,0,0.04,0.06,0.1,0.04,0,4,2,50,0.65,0.32,0,0,18.1,199,250,79.6,0.4,0.6,-0.4,2,23,9,5,29,11,9,5,2,13,18,0,7,8,2,18,3,8,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Charalampos Kostoulas",0,13,1,0,1,1,0,0,0.2,0.2,0,0.2,1,0,2,6.92,0,6.92,6.92,6.92,1.72,0,1.72,1.72,1,2,1,50,13.85,6.92,0.5,1,10.9,4,8,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","James Milner",1,193,1,1,2,0,1,1,0.8,0,0.2,0.2,2,9,5,0.47,0.47,0.93,0,0.47,0.37,0.1,0.47,0,1,0,0,NA,0,0,NA,NA,NA,96,109,88.1,0.2,0.4,0.8,4,14,3,1,9,3,3,3,2,5,5,0,4,2,0,7,1,5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Yankuba Minteh",9,770,1,2,3,1,0,0,1.7,1.7,2.1,3.8,47,11,81,0.12,0.23,0.35,0.12,0.35,0.2,0.24,0.45,0.2,1,14,3,21.4,1.64,0.35,0.07,0.33,14.4,122,230,53,2.1,1.5,-0.1,14,8,7,5,11,19,15,11,6,25,5,0,11,10,4,38,10,8,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Kaoru Mitoma",6,508,1,1,2,1,0,0,0.8,0.8,1.1,1.8,13,13,37,0.18,0.18,0.35,0.18,0.35,0.13,0.19,0.32,0.13,1,6,3,50,1.06,0.53,0.17,0.33,13,106,137,77.4,1.1,0.3,-0.1,7,5,7,2,13,3,3,5,2,5,4,0,11,3,1,8,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Matt O'Riley",2,177,1,0,1,0,1,1,1.2,0.4,0.2,0.6,0,5,11,0.51,0,0.51,0,0,0.61,0.1,0.72,0.21,1,3,1,33.3,1.53,0.51,0,0,22.2,51,61,83.6,0.2,0.2,-0.2,4,5,1,1,5,4,2,4,0,4,2,0,1,0,1,6,1,5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Georginio Rutter",6,515,0,2,2,0,0,0,0.4,0.4,1.8,2.2,12,26,23,0,0.35,0.35,0,0.35,0.06,0.32,0.38,0.06,0,8,5,62.5,1.4,0.87,0,0,19.7,83,125,66.4,1.8,0.8,0.2,8,13,6,0,26,6,3,8,2,8,11,0,8,9,4,3,6,8,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Stefanos Tzimas",0,75,0,1,1,0,0,0,0.4,0.4,0.3,0.7,1,0,4,0,1.2,1.2,0,1.2,0.45,0.39,0.84,0.45,0,3,0,0,3.6,0,0,NA,10.8,9,13,69.2,0.3,0.1,0.7,5,0,0,0,0,2,2,0,0,2,1,0,2,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Joël Veltman",4,324,0,0,0,0,0,0,0,0,0,0,5,14,2,0,0,0,0,0,0,0.01,0.01,0,0,0,0,NA,0,0,NA,NA,NA,80,108,74.1,0,0,0,1,11,0,0,14,15,7,5,8,23,15,0,2,9,1,3,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Bart Verbruggen",9,810,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,NA,0,0,NA,NA,NA,252,346,72.8,0.1,0,-0.1,1,5,1,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,100,15,1.67,34,21,58.8,0,0,1,1,0,0,0
"Brighton","Tom Watson",0,32,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0.1,0,0.1,0.1,0,1,1,100,2.81,2.81,0,0,26,9,12,75,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Danny Welbeck",6,547,5,0,5,5,0,1,3.2,2.5,0.3,2.7,4,8,20,0.82,0,0.82,0.82,0.82,0.53,0.04,0.57,0.4,5,11,6,54.5,1.81,0.99,0.45,0.83,18.6,93,119,78.2,0.3,0.5,-0.3,7,10,1,0,8,5,3,4,1,6,3,1,7,2,0,0,3,11,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Mats Wieffer",5,461,0,1,1,0,0,0,0.2,0.2,0.8,0.9,13,29,20,0,0.2,0.2,0,0.2,0.03,0.15,0.18,0.03,0,4,1,25,0.78,0.2,0,0,16.7,229,278,82.4,0.8,0.6,0.2,5,17,4,1,29,22,12,7,5,27,25,0,7,2,2,3,10,13,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Jaidon Anthony",8,669,4,1,5,4,0,0,2.1,2.1,0.3,2.4,16,11,35,0.54,0.13,0.67,0.54,0.67,0.28,0.05,0.32,0.28,4,12,7,58.3,1.61,0.94,0.33,0.57,14.1,128,197,65,0.3,0.6,0.7,7,11,6,3,11,12,7,12,7,19,9,2,7,12,2,19,4,8,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Ashley Barnes",0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Armando Broja",0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,4,5,80,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Jacob Bruun Larsen",3,295,0,1,1,0,0,0,0.1,0.1,0.6,0.7,3,5,21,0,0.31,0.31,0,0.31,0.03,0.19,0.22,0.03,0,3,1,33.3,0.92,0.31,0,0,26.5,56,73,76.7,0.6,0.4,0.4,2,3,1,1,5,1,1,2,2,3,7,0,0,0,2,6,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Josh Cullen",8,680,1,1,2,1,0,0,0.1,0.1,0.8,0.9,2,39,5,0.13,0.13,0.26,0.13,0.26,0.02,0.11,0.13,0.02,1,2,2,100,0.26,0.26,0.5,0.5,18.6,306,371,82.5,0.8,0.6,0.2,8,39,3,0,39,14,10,16,12,26,22,0,4,10,0,4,6,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Martin Dúbravka",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,147,281,52.3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,66.7,17,1.89,51,37,72.5,2,22.2,3,3,0,0,0
"Burnley","Marcus Edwards",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Hjalmar Ekdal",6,532,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,0,0,0,0,0,0,0.03,0.02,0.06,0.03,0,3,1,33.3,0.51,0.17,0,0,8.4,138,163,84.7,0.1,0.2,-0.1,2,5,0,0,6,8,5,10,4,12,42,1,1,0,0,1,17,7,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Maxime Estève",8,711,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,16,0,0,0,0,0,0,0.03,0.01,0.03,0.03,0,4,1,25,0.51,0.13,0,0,13,224,255,87.8,0.1,0.1,-0.1,2,17,0,0,16,9,5,12,11,20,55,1,5,5,0,0,15,10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Zian Flemming",1,112,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,0,4,0,0,0,0,0,0.15,0.06,0.21,0.15,0,2,0,0,1.61,0,0,NA,20.7,9,23,39.1,0.1,0,-0.1,1,0,0,0,0,1,0,1,0,1,5,0,3,0,0,0,3,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Lyle Foster",7,565,1,1,2,1,0,0,0.9,0.9,0.6,1.6,7,6,30,0.16,0.16,0.32,0.16,0.32,0.15,0.1,0.25,0.15,1,7,1,14.3,1.12,0.16,0.14,1,14,66,106,62.3,0.6,0.2,0.4,5,6,1,0,6,5,5,2,0,5,9,0,13,8,6,3,14,28,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Quilindschy Hartman",8,717,0,2,2,0,0,0,0.1,0.1,0.6,0.8,1,16,19,0,0.25,0.25,0,0.25,0.02,0.08,0.1,0.02,0,3,2,66.7,0.38,0.25,0,0,22.2,196,288,68.1,0.6,0.7,1.4,8,13,8,5,16,18,11,8,12,30,31,0,6,1,1,32,5,7,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Bashir Humphreys",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Josh Laurent",5,464,0,0,0,0,0,0,0.2,0.2,0.2,0.3,5,8,9,0,0,0,0,0,0.03,0.03,0.06,0.03,0,5,2,40,0.97,0.39,0,0,23.2,102,137,74.5,0.2,0.1,-0.2,1,9,1,0,8,2,1,9,12,14,11,0,5,2,1,3,5,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Florentino Luís",4,388,0,1,1,0,0,0,0,0,0.1,0.1,1,18,2,0,0.23,0.23,0,0.23,0,0.02,0.02,0,0,1,0,0,0.23,0,0,NA,34.7,142,161,88.2,0.1,0,0.9,4,12,0,0,18,21,10,12,8,29,12,0,6,1,1,1,4,10,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
